InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
551201,16015,,-620,2011-04-27 11:33:00,0.0,,United Kingdom
556319,22945,sold as set on dotcom,-618,2011-06-10 10:49:00,0.0,,United Kingdom
546018,85172,wrongly sold as sets,-600,2011-03-08 17:23:00,0.0,,United Kingdom
546025,85172,?sold as sets?,-600,2011-03-08 17:31:00,0.0,,United Kingdom
553398,37370,damages/dotcom?,-590,2011-05-16 17:07:00,0.0,,United Kingdom
549529,21830,"MERCHANT CHANDLER CREDIT ERROR, STO",-576,2011-04-08 16:56:00,0.0,,United Kingdom
563700,85106,,-553,2011-08-18 13:55:00,0.0,,United Kingdom
576765,22219,???lost,-550,2011-11-16 13:11:00,0.0,,United Kingdom
546129,35610B,thrown away,-541,2011-03-09 15:07:00,0.0,,United Kingdom
561086,15036,,-530,2011-07-25 09:32:00,0.0,,United Kingdom
547559,72759,thrown away-can't sell.,-524,2011-03-23 17:27:00,0.0,,United Kingdom
578327,72807A,wet pallet,-504,2011-11-23 17:55:00,0.0,,United Kingdom
566122,23084,temp adjustment,-484,2011-09-09 10:57:00,0.0,,United Kingdom
556300,20735,,-472,2011-06-10 10:18:00,0.0,,United Kingdom
569341,82600,historic computer difference?....se,-458,2011-10-03 14:19:00,0.0,,United Kingdom
562785,21033,,-455,2011-08-09 13:32:00,0.0,,United Kingdom
547339,84406B,?,-450,2011-03-22 11:51:00,0.0,,United Kingdom
565307,21830,?,-443,2011-09-02 12:20:00,0.0,,United Kingdom
565385,22435,?missing,-434,2011-09-02 15:46:00,0.0,,United Kingdom
565308,21829,sold as 1,-432,2011-09-02 12:22:00,0.0,,United Kingdom
569854,35954,counted,-430,2011-10-06 14:26:00,0.0,,United Kingdom
578478,72807C,???missing,-428,2011-11-24 12:45:00,0.0,,United Kingdom
554143,79030G,damages,-413,2011-05-23 10:40:00,0.0,,United Kingdom
578329,72807C,wet pallet,-408,2011-11-23 17:56:00,0.0,,United Kingdom
544649,21621,?,-400,2011-02-22 12:37:00,0.0,,United Kingdom
564667,23084,,-400,2011-08-26 15:08:00,0.0,,United Kingdom
572891,23343,20713,-400,2011-10-26 14:14:00,0.0,,United Kingdom
577787,23055,rusty thrown away,-398,2011-11-21 16:28:00,0.0,,United Kingdom
545547,85061W,,-391,2011-03-03 15:07:00,0.0,,United Kingdom
543262,84614A,thrown away,-390,2011-02-04 16:08:00,0.0,,United Kingdom
556308,22130,sold as set on dotcom,-390,2011-06-10 10:43:00,0.0,,United Kingdom
580547,21201,???,-390,2011-12-05 09:29:00,0.0,,United Kingdom
567132,21830,OOPS ! adjustment,-384,2011-09-16 14:14:00,0.0,,United Kingdom
569878,90057,crushed boxes,-380,2011-10-06 15:12:00,0.0,,United Kingdom
570599,84596G,??,-365,2011-10-11 12:00:00,0.0,,United Kingdom
552443,22796,Not rcvd in 10/11/2010 delivery,-360,2011-05-09 13:05:00,0.0,,United Kingdom
581204,85104,????damages????,-355,2011-12-07 18:32:00,0.0,,United Kingdom
561639,84799,,-346,2011-07-28 14:58:00,0.0,,United Kingdom
546021,85175,dotcom sold sets,-345,2011-03-08 17:27:00,0.0,,United Kingdom
562547,21918,,-343,2011-08-05 15:49:00,0.0,,United Kingdom
562278,21391,Sold as 1 on dotcom,-342,2011-08-04 10:27:00,0.0,,United Kingdom
581226,23090,missing,-338,2011-12-08 09:56:00,0.0,,United Kingdom
581207,21688,mixed up,-337,2011-12-07 18:34:00,0.0,,United Kingdom
572749,22572,??,-335,2011-10-25 16:52:00,0.0,,United Kingdom
577124,22759,check,-327,2011-11-17 18:41:00,0.0,,United Kingdom
557417,84809B,damaged,-324,2011-06-20 11:51:00,0.0,,United Kingdom
547336,21689,wrong barcode,-323,2011-03-22 11:45:00,0.0,,United Kingdom
537028,21696,,-320,2010-12-03 16:36:00,0.0,,United Kingdom
577307,16169E,check,-313,2011-11-18 13:06:00,0.0,,United Kingdom
540978,84050,counted,-310,2011-01-12 15:04:00,0.0,,United Kingdom
571124,72802A,Wet pallet-thrown away,-306,2011-10-14 09:36:00,0.0,,United Kingdom
556232,21135,sold as set on dotcom,-304,2011-06-09 15:15:00,0.0,,United Kingdom
541687,46000S,Dotcom,-300,2011-01-20 15:42:00,0.0,,United Kingdom
546138,21815,?,-300,2011-03-09 16:34:00,0.0,,United Kingdom
559375,22051,?,-300,2011-07-08 10:37:00,0.0,,United Kingdom
580218,22577,check,-300,2011-12-02 12:12:00,0.0,,United Kingdom
540651,82599,?,-290,2011-01-10 15:00:00,0.0,,United Kingdom
576369,21135,wet rusty,-288,2011-11-14 18:35:00,0.0,,United Kingdom
580991,22481,wet boxes,-288,2011-12-06 16:55:00,0.0,,United Kingdom
577789,23057,rusty throw away,-280,2011-11-21 16:28:00,0.0,,United Kingdom
545598,22080,,-278,2011-03-04 11:16:00,0.0,,United Kingdom
569392,47504K,,-275,2011-10-03 17:15:00,0.0,,United Kingdom
556233,21136,sold as set on dotcom,-272,2011-06-09 15:20:00,0.0,,United Kingdom
557036,20867,?,-271,2011-06-16 13:53:00,0.0,,United Kingdom
571024,22812,?,-270,2011-10-13 12:18:00,0.0,,United Kingdom
578838,21591,check,-267,2011-11-25 15:52:00,0.0,,United Kingdom
546245,85185B,?,-259,2011-03-10 13:26:00,0.0,,United Kingdom
575721,22804,Wrongly mrked had 85123a in box,-256,2011-11-10 18:19:00,0.0,,United Kingdom
575722,85123A,wrongly marked carton 22804,-256,2011-11-10 18:20:00,0.0,,United Kingdom
565306,21830,sold as 1,-252,2011-09-02 12:20:00,0.0,,United Kingdom
559943,21578,?,-251,2011-07-14 10:21:00,0.0,,United Kingdom
567693,85199L,?,-250,2011-09-21 17:26:00,0.0,,United Kingdom
565071,84754,,-242,2011-08-31 17:21:00,0.0,,United Kingdom
561921,22044,,-240,2011-08-01 12:11:00,0.0,,United Kingdom
574578,40001,check,-240,2011-11-04 17:09:00,0.0,,United Kingdom
576776,21811,check,-240,2011-11-16 13:22:00,0.0,,United Kingdom
581422,23169,smashed,-235,2011-12-08 15:24:00,0.0,,United Kingdom
543310,35954,,-234,2011-02-07 12:10:00,0.0,,United Kingdom
547363,22459,?lost,-232,2011-03-22 12:33:00,0.0,,United Kingdom
569098,21098,damages?,-231,2011-09-30 12:09:00,0.0,,United Kingdom
543260,84613A,thrown away,-230,2011-02-04 16:07:00,0.0,,United Kingdom
546149,20866,?,-230,2011-03-09 17:02:00,0.0,,United Kingdom
547337,85025C,barcode problem,-230,2011-03-22 11:47:00,0.0,,United Kingdom
561326,21294,damaged,-227,2011-07-26 13:50:00,0.0,,United Kingdom
578477,72807A,???missing,-224,2011-11-24 12:45:00,0.0,,United Kingdom
537999,22034,,-223,2010-12-09 11:44:00,0.0,,United Kingdom
557035,82583,?,-220,2011-06-16 13:52:00,0.0,,United Kingdom
558268,21351,damaged,-220,2011-06-28 10:17:00,0.0,,United Kingdom
575909,20711,check,-220,2011-11-11 16:02:00,0.0,,United Kingdom
543194,21355,,-217,2011-02-04 12:25:00,0.0,,United Kingdom
552979,35970,,-217,2011-05-12 14:49:00,0.0,,United Kingdom
554852,21272,?,-212,2011-05-27 09:24:00,0.0,,United Kingdom
546020,85175,Amazon sold sets,-210,2011-03-08 17:27:00,0.0,,United Kingdom
565072,21820,,-210,2011-08-31 17:22:00,0.0,,United Kingdom
577788,23056,rusty throw away,-210,2011-11-21 16:28:00,0.0,,United Kingdom
568725,79000,,-209,2011-09-28 16:28:00,0.0,,United Kingdom
577114,21786,check,-209,2011-11-17 17:59:00,0.0,,United Kingdom
542861,47591B,?,-207,2011-02-01 11:47:00,0.0,,United Kingdom
571011,21078,,-207,2011-10-13 12:13:00,0.0,,United Kingdom
543035,35004C,,-206,2011-02-02 15:51:00,0.0,,United Kingdom
556322,22915,sold as set on dotcom,-204,2011-06-10 10:51:00,0.0,,United Kingdom
565297,84877D,?,-203,2011-09-02 12:06:00,0.0,,United Kingdom
574579,72802B,check,-203,2011-11-04 17:14:00,0.0,,United Kingdom
540369,47591D,,-201,2011-01-06 16:20:00,0.0,,United Kingdom
549426,22078,,-201,2011-04-08 11:55:00,0.0,,United Kingdom
572548,23343,20713 wrongly marked,-200,2011-10-24 17:01:00,0.0,,United Kingdom
546137,20893,damages/display,-197,2011-03-09 16:33:00,0.0,,United Kingdom
561924,22042,,-197,2011-08-01 12:27:00,0.0,,United Kingdom
548980,22114,,-194,2011-04-05 12:21:00,0.0,,United Kingdom
570185,21090,WET/MOULDY,-192,2011-10-07 14:56:00,0.0,,United Kingdom
561919,85017B,,-188,2011-08-01 12:08:00,0.0,,United Kingdom
566767,20977,,-188,2011-09-14 17:52:00,0.0,,United Kingdom
576566,21830,,-186,2011-11-15 13:39:00,0.0,,United Kingdom
572702,37479P,??,-184,2011-10-25 14:33:00,0.0,,United Kingdom
548662,82494L,,-180,2011-04-01 14:31:00,0.0,,United Kingdom
559410,84341B,,-179,2011-07-08 10:51:00,0.0,,United Kingdom
578525,22152,check,-179,2011-11-24 14:21:00,0.0,,United Kingdom
546407,22719,wrong barcode (22467),-178,2011-03-11 16:24:00,0.0,,United Kingdom
560941,85230E,,-178,2011-07-22 11:21:00,0.0,,United Kingdom
538092,37467,,-177,2010-12-09 14:49:00,0.0,,United Kingdom
548986,21210,,-177,2011-04-05 12:46:00,0.0,,United Kingdom
578839,22959,check,-175,2011-11-25 15:52:00,0.0,,United Kingdom
543261,84613C,,-173,2011-02-04 16:08:00,0.0,,United Kingdom
551722,20975,,-170,2011-05-03 16:50:00,0.0,,United Kingdom
578245,22568,?? missing,-170,2011-11-23 12:37:00,0.0,,United Kingdom
560428,21634,,-169,2011-07-18 15:17:00,0.0,,United Kingdom
553652,20826,,-168,2011-05-18 11:06:00,0.0,,United Kingdom
573499,21192,check,-164,2011-10-31 12:01:00,0.0,,United Kingdom
543259,84612B,thrown away,-162,2011-02-04 16:07:00,0.0,,United Kingdom
556299,21937,?,-161,2011-06-10 10:17:00,0.0,,United Kingdom
552226,22035,,-160,2011-05-06 15:26:00,0.0,,United Kingdom
553147,84879,damaged,-160,2011-05-13 13:58:00,0.0,,United Kingdom
572468,72803A,damages,-160,2011-10-24 13:30:00,0.0,,United Kingdom
549510,84559B,,-158,2011-04-08 15:08:00,0.0,,United Kingdom
563650,79163,,-156,2011-08-18 10:43:00,0.0,,United Kingdom
565302,21682,?display?,-156,2011-09-02 12:16:00,0.0,,United Kingdom
581201,22217,damages?,-155,2011-12-07 18:30:00,0.0,,United Kingdom
545857,20681,MIA,-154,2011-03-07 13:56:00,0.0,,United Kingdom
547487,84596E,,-153,2011-03-23 11:29:00,0.0,,United Kingdom
579734,84859C,wet?,-153,2011-11-30 14:25:00,0.0,,United Kingdom
577304,20956,check,-152,2011-11-18 13:04:00,0.0,,United Kingdom
579460,21110,,-151,2011-11-29 14:39:00,0.0,,United Kingdom
538058,20966,,-150,2010-12-09 13:38:00,0.0,,United Kingdom
545546,84249A,check,-150,2011-03-03 15:03:00,0.0,,United Kingdom
550753,84763,Display,-150,2011-04-20 11:53:00,0.0,,United Kingdom
551422,22084,,-150,2011-04-28 14:11:00,0.0,,United Kingdom
578475,72807C,damages,-149,2011-11-24 12:44:00,0.0,,United Kingdom
568233,21586,,-147,2011-09-26 11:37:00,0.0,,United Kingdom
571012,21402,,-147,2011-10-13 12:15:00,0.0,,United Kingdom
538247,79067,,-145,2010-12-10 12:09:00,0.0,,United Kingdom
579682,85172,check,-145,2011-11-30 13:33:00,0.0,,United Kingdom
555331,84800L,wet damaged,-144,2011-06-02 11:11:00,0.0,,United Kingdom
580379,72225C,,-144,2011-12-02 17:57:00,0.0,,United Kingdom
537027,18098C,,-140,2010-12-03 16:36:00,0.0,,United Kingdom
544046,21785,,-140,2011-02-15 12:34:00,0.0,,United Kingdom
545599,22272,,-140,2011-03-04 11:17:00,0.0,,United Kingdom
546150,21503,,-140,2011-03-09 17:03:00,0.0,,United Kingdom
548646,21472,,-140,2011-04-01 13:15:00,0.0,,United Kingdom
556046,21890,missing,-140,2011-06-08 12:56:00,0.0,,United Kingdom
566449,20856,??,-140,2011-09-12 16:07:00,0.0,,United Kingdom
569380,21809,,-140,2011-10-03 16:40:00,0.0,,United Kingdom
549172,21637,,-139,2011-04-06 17:27:00,0.0,,United Kingdom
567366,21174,,-138,2011-09-19 16:59:00,0.0,,United Kingdom
573497,21642,check,-138,2011-10-31 12:00:00,0.0,,United Kingdom
579743,21810,check,-135,2011-11-30 14:36:00,0.0,,United Kingdom
568442,37327,damages,-131,2011-09-27 11:31:00,0.0,,United Kingdom
537006,21648,,-130,2010-12-03 15:36:00,0.0,,United Kingdom
543034,85049F,,-130,2011-02-02 15:50:00,0.0,,United Kingdom
574171,21818,check,-130,2011-11-03 11:45:00,0.0,,United Kingdom
575615,82582,??,-130,2011-11-10 12:51:00,0.0,,United Kingdom
576185,22575,missing?,-130,2011-11-14 11:25:00,0.0,,United Kingdom
569102,21098,,-129,2011-09-30 12:25:00,0.0,,United Kingdom
556943,84809A,,-126,2011-06-15 16:54:00,0.0,,United Kingdom
573672,22522,check,-126,2011-10-31 17:04:00,0.0,,United Kingdom
555330,84804A,wet damaged,-125,2011-06-02 11:11:00,0.0,,United Kingdom
561640,84802B,,-125,2011-07-28 14:58:00,0.0,,United Kingdom
570193,22449,can't find,-125,2011-10-07 15:32:00,0.0,,United Kingdom
559655,21166,?,-124,2011-07-11 12:57:00,0.0,,United Kingdom
562855,84800M,,-124,2011-08-10 10:16:00,0.0,,United Kingdom
578476,72807B,????missing,-124,2011-11-24 12:45:00,0.0,,United Kingdom
568302,20700,?,-121,2011-09-26 12:46:00,0.0,,United Kingdom
537008,21161,,-120,2010-12-03 15:37:00,0.0,,United Kingdom
540009,22158,,-120,2011-01-04 11:10:00,0.0,,United Kingdom
558306,85232D,mix up with c,-118,2011-06-28 10:59:00,0.0,,United Kingdom
566766,21311,,-117,2011-09-14 17:51:00,0.0,,United Kingdom
576411,85111,check,-117,2011-11-15 11:20:00,0.0,,United Kingdom
555821,21399,,-116,2011-06-07 12:01:00,0.0,,United Kingdom
565045,21670,,-115,2011-08-31 17:03:00,0.0,,United Kingdom
544703,22202,,-114,2011-02-23 10:35:00,0.0,,United Kingdom
570259,22336,,-114,2011-10-10 09:59:00,0.0,,United Kingdom
572690,21539,damages?,-111,2011-10-25 14:14:00,0.0,,United Kingdom
574123,22652,check,-111,2011-11-03 10:55:00,0.0,,United Kingdom
546409,21833,damages,-110,2011-03-11 16:27:00,0.0,,United Kingdom
547338,22245,,-110,2011-03-22 11:49:00,0.0,,United Kingdom
549328,51008,,-110,2011-04-08 10:49:00,0.0,,United Kingdom
551020,22719,wrong code,-110,2011-04-26 11:19:00,0.0,,United Kingdom
559373,16156S,,-110,2011-07-08 10:36:00,0.0,,United Kingdom
559390,21700,,-110,2011-07-08 10:46:00,0.0,,United Kingdom
562546,20694,?,-110,2011-08-05 15:46:00,0.0,,United Kingdom
565057,82551,,-110,2011-08-31 17:12:00,0.0,,United Kingdom
570691,85231G,check,-110,2011-10-11 16:44:00,0.0,,United Kingdom
560737,84798B,,-109,2011-07-20 15:34:00,0.0,,United Kingdom
564914,85132C,damages,-109,2011-08-31 12:40:00,0.0,,United Kingdom
556122,85019C,Damaged,-108,2011-06-09 10:12:00,0.0,,United Kingdom
556315,22948,sold as set on dotcom,-108,2011-06-10 10:47:00,0.0,,United Kingdom
561663,22501,incorrectly put back into stock,-108,2011-07-28 16:40:00,0.0,,United Kingdom
572564,40016,,-108,2011-10-25 09:56:00,0.0,,United Kingdom
576473,21868,,-108,2011-11-15 11:40:00,0.0,,United Kingdom
540100,22837,?,-106,2011-01-04 16:53:00,0.0,,United Kingdom
547700,21147,,-105,2011-03-24 16:39:00,0.0,,United Kingdom
571013,23306,,-104,2011-10-13 12:16:00,0.0,,United Kingdom
574582,84279P,check,-104,2011-11-04 17:46:00,0.0,,United Kingdom
572748,21824,check,-103,2011-10-25 16:50:00,0.0,,United Kingdom
554320,16053,,-102,2011-05-23 15:32:00,0.0,,United Kingdom
556289,20823,,-102,2011-06-10 09:23:00,0.0,,United Kingdom
581190,84801A,check,-102,2011-12-07 16:55:00,0.0,,United Kingdom
554017,22520,,-101,2011-05-20 13:15:00,0.0,,United Kingdom
578473,72807B,damages,-101,2011-11-24 12:43:00,0.0,,United Kingdom
538161,46000S,Dotcom sales,-100,2010-12-09 17:25:00,0.0,,United Kingdom
538162,46000M,Dotcom sales,-100,2010-12-09 17:25:00,0.0,,United Kingdom
540010,22501,reverse 21/5/10 adjustment,-100,2011-01-04 11:13:00,0.0,,United Kingdom
540012,22502,reverse 21/5/10 adjustment,-100,2011-01-04 11:14:00,0.0,,United Kingdom
540252,22198,,-100,2011-01-05 16:25:00,0.0,,United Kingdom
546148,85049D,?,-100,2011-03-09 16:43:00,0.0,,United Kingdom
547989,21621,re dotcom quick fix.,-100,2011-03-29 09:36:00,0.0,,United Kingdom
551019,22467,wrong code?,-100,2011-04-26 11:19:00,0.0,,United Kingdom
559374,22050,,-100,2011-07-08 10:37:00,0.0,,United Kingdom
572480,22049,damaged,-100,2011-10-24 13:44:00,0.0,,United Kingdom
544343,22867,,-99,2011-02-18 09:45:00,0.0,,United Kingdom
571114,23159,,-99,2011-10-13 17:40:00,0.0,,United Kingdom
579429,20711,lost in space,-98,2011-11-29 13:04:00,0.0,,United Kingdom
554432,85132A,damaged,-97,2011-05-24 12:16:00,0.0,,United Kingdom
562212,21187,,-97,2011-08-03 13:28:00,0.0,,United Kingdom
555333,84805B,wet damaged,-96,2011-06-02 11:12:00,0.0,,United Kingdom
555334,84805A,wet damaged,-96,2011-06-02 11:12:00,0.0,,United Kingdom
555335,84804B,,-96,2011-06-02 11:13:00,0.0,,United Kingdom
556262,37327,sold as set on dotcom,-95,2011-06-09 18:04:00,0.0,,United Kingdom
558457,21147,?,-95,2011-06-29 13:59:00,0.0,,United Kingdom
566067,20686,,-95,2011-09-08 16:36:00,0.0,,United Kingdom
562164,21257,?,-94,2011-08-03 12:08:00,0.0,,United Kingdom
570595,21823,check,-94,2011-10-11 11:47:00,0.0,,United Kingdom
573493,21619,check,-94,2011-10-31 11:57:00,0.0,,United Kingdom
549952,37482P,Damaged,-93,2011-04-13 13:05:00,0.0,,United Kingdom
552228,84912B,,-93,2011-05-06 15:29:00,0.0,,United Kingdom
544396,62094B,,-92,2011-02-18 12:16:00,0.0,,United Kingdom
562390,21246,,-92,2011-08-04 16:00:00,0.0,,United Kingdom
576773,22181,check,-92,2011-11-16 13:21:00,0.0,,United Kingdom
549139,22988,,-91,2011-04-06 15:26:00,0.0,,United Kingdom
551553,22521,,-90,2011-05-03 10:15:00,0.0,,United Kingdom
558448,22163,,-90,2011-06-29 13:40:00,0.0,,United Kingdom
562383,22523,?,-90,2011-08-04 15:37:00,0.0,,United Kingdom
570712,22121,?,-90,2011-10-12 10:15:00,0.0,,United Kingdom
573752,46000S,dotcom sales,-90,2011-11-01 09:34:00,0.0,,United Kingdom
575617,21014,check,-90,2011-11-10 12:53:00,0.0,,United Kingdom
544832,62096A,,-88,2011-02-24 10:05:00,0.0,,United Kingdom
545548,77101A,,-87,2011-03-03 15:08:00,0.0,,United Kingdom
581206,21693,mixed up,-87,2011-12-07 18:34:00,0.0,,United Kingdom
566068,22268,,-86,2011-09-08 16:37:00,0.0,,United Kingdom
567367,17012A,,-86,2011-09-19 17:15:00,0.0,,United Kingdom
541601,22632,,-84,2011-01-19 16:48:00,0.0,,United Kingdom
556314,23155,sold as set on dotcom,-84,2011-06-10 10:47:00,0.0,,United Kingdom
560215,16162M,,-84,2011-07-15 15:08:00,0.0,,United Kingdom
560424,21503,,-84,2011-07-18 15:15:00,0.0,,United Kingdom
562385,47559B,,-84,2011-08-04 15:42:00,0.0,,United Kingdom
562548,23084,,-84,2011-08-05 16:00:00,0.0,,United Kingdom
570112,22569,?,-84,2011-10-07 12:29:00,0.0,,United Kingdom
573317,21804,,-84,2011-10-28 18:09:00,0.0,,United Kingdom
547369,21898,,-83,2011-03-22 13:24:00,0.0,,United Kingdom
546379,72225C,,-82,2011-03-11 12:21:00,0.0,,United Kingdom
549460,20716,,-82,2011-04-08 14:20:00,0.0,,United Kingdom
572341,85036A,,-82,2011-10-24 10:36:00,0.0,,United Kingdom
572692,21071,check,-82,2011-10-25 14:16:00,0.0,,United Kingdom
576843,10133,damaged,-82,2011-11-16 15:32:00,0.0,,United Kingdom
574906,85034A,damaged,-81,2011-11-07 15:30:00,0.0,,United Kingdom
537007,21172,,-80,2010-12-03 15:36:00,0.0,,United Kingdom
537009,84534B,,-80,2010-12-03 15:38:00,0.0,,United Kingdom
538074,21743,,-80,2010-12-09 14:11:00,0.0,,United Kingdom
541802,20854,,-80,2011-01-21 14:45:00,0.0,,United Kingdom
546145,21537,?,-80,2011-03-09 16:39:00,0.0,,United Kingdom
546151,21504,,-80,2011-03-09 17:04:00,0.0,,United Kingdom
547646,84849D,,-80,2011-03-24 11:42:00,0.0,,United Kingdom
548008,21190,,-80,2011-03-29 10:52:00,0.0,,United Kingdom
548376,22533,,-80,2011-03-30 16:39:00,0.0,,United Kingdom
558446,22164,,-80,2011-06-29 13:40:00,0.0,,United Kingdom
558451,21817,,-80,2011-06-29 13:41:00,0.0,,United Kingdom
570262,35954,,-80,2011-10-10 10:00:00,0.0,,United Kingdom
571459,20839,damages,-80,2011-10-17 14:03:00,0.0,,United Kingdom
573503,22595,check,-80,2011-10-31 12:03:00,0.0,,United Kingdom
574094,22147,check,-80,2011-11-03 09:46:00,0.0,,United Kingdom
574577,21519,check,-80,2011-11-04 17:09:00,0.0,,United Kingdom
558034,20658,,-78,2011-06-24 12:17:00,0.0,,United Kingdom
572693,35810A,check,-78,2011-10-25 14:20:00,0.0,,United Kingdom
